,SMILES,PCE
81,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9,4.46
82,CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C(F)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1,7.06
83,CC1=CC2=C(C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(SC(C(C(CC)CCCC)=O)=C5F)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7)S1,2.55
84,CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC(CCCCCC)=C(C5=CC=C(C6=C(CCCCCC)C=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9)S1,3.75
85,CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=CC=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1,2.47
86,CC(S1)=CC=C1C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C(S3)=CC=C3C(S4)=CC(C4=C5OCC(CC)CCCCCC)=C(OC[C@@H](CCCCCC)CC)C6=C5C=C(C)S6)C7=C2N=C(C8=CC=CC(C=C9)=C8C%10=C9C=CC=C%10%11)C%11=N7,4.25
87,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC(C7=C(F)C(F)=C(C)C8=NSN=C87)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)S1,6.02
88,CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCCC)C4=O)=O)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1,7.3
89,CC1=CC2=C(C(SC(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1,7.3
90,CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(O3)=CC=C3C(S4)=CC(C4=C5OCC(CC)CCCC)=C(OCC(CC)CCCC)C6=C5C=C(C)S6)N7CC(CC)CCCC)C7=O)O1,2.9
91,CC1=CC2=C(C(C=C([Si](CCCCCCCC)(CCCCCCCC)C3=C4C=C5C(C(SC(C6=C7C(C(N(CCCCCCCC)C7=O)=O)=C(C)S6)=C8)=C8C5(C9=CC=C(CCCCC)C=C9)C%10=CC=C(CCCCC)C=C%10)=C3)C4=C%11)=C%11C2(C%12=CC=C(CCCCC)C=C%12)C%13=CC=C(CCCCC)C=C%13)S1,2.8
92,CC1=CC2=C(C(SC(C3=C(F)C(F)=C(C4=CC=C(C5=C(F)C(F)=C(C)S5)C6=NSN=C46)S3)=C7)=C7[Ge]2(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCCCC)CCCCCCCC)S1,5.47
93,CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(SC(C(C(CC)CCCC)=O)=C4)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1,4.4
94,CC1=CC2=C(C(SC(C)=C3)=C3C(C4=CC=C(CC(CCCCCCCC)CCCCCC)S4)=C2C5=CC=C(CC(CCCCCC)CCCCCCCC)S5)S1,0.1
95,CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1,4.5
96,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C(CCCCCCCC)C=C(C4=CC5=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=C\6C=CC(C8=CC(CCCCCCCC)=C(C)S8)=C7)=O)C=C4)S3)S9)C9=C2OCC(CCCC)CC)S1,1.39
